,name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev_x,state,county,country,elevation,state_abbrev,FIPS
1215,Plymouth,18850,Valid,"Iron, IIIAB",14000.0,Found,1893,41.33333,-86.31667,"(41.33333, -86.31667)",POINT (-86.31667 41.33333),None_Found,Indiana,Marshall County,United States,244.0,IN,18
1216,Rush County,22785,Valid,H5,4300.0,Found,1948,39.5,-85.5,"(39.5, -85.5)",POINT (-85.5 39.5),None_Found,Indiana,Rush County,United States,292.0,IN,18
1217,Rushville,22787,Valid,L5,50.0,Found,1866,39.61667,-85.45,"(39.61667, -85.45)",POINT (-85.45 39.61667),None_Found,Indiana,Rush County,United States,296.0,IN,18
1218,South Bend,23675,Valid,"Pallasite, PMG",2500.0,Found,1893,41.65,-86.21667,"(41.65, -86.21667)",POINT (-86.21667 41.65),None_Found,Indiana,Saint Joseph County,United States,236.0,IN,18
1219,Holbrook,11894,Valid,L/LL6,220000.0,Fell,1912,34.9,-110.18333,"(34.9, -110.18333)",POINT (-110.18333 34.9),None_Found,Arizona,Navajo County,United States,1544.0,AZ,4
1220,Whetstone Mountains,49514,Valid,H5,2138.74,Fell,2009,31.96185,-110.434183,"(31.96185, -110.434183)",POINT (-110.434183 31.96185),None_Found,Arizona,Cochise County,United States,1281.0,AZ,4
1221,Arivaca,47346,Valid,Eucrite-mmict,30.1,Found,1999,31.59391,-111.37023,"(31.59391, -111.37023)",POINT (-111.37023 31.59391),None_Found,Arizona,Pima County,United States,1112.0,AZ,4
1222,Ashfork,2348,Valid,"Iron, IAB-MG",27000.0,Found,1901,35.25,-112.5,"(35.25, -112.5)",POINT (-112.5 35.25),None_Found,Arizona,Coconino County,United States,1621.0,AZ,4
1223,Aubrey Hills,56393,Valid,H6,560.8,Found,2010,34.38063,-114.16705,"(34.38063, -114.16705)",POINT (-114.16705 34.38063),None_Found,Arizona,Mohave County,United States,264.0,AZ,4
1224,Bagdad,4920,Valid,"Iron, IIIAB",2200.0,Found,1959,34.613316999999995,-113.398967,"(34.613317, -113.398967)",POINT (-113.398967 34.613317),None_Found,Arizona,Mohave County,United States,1069.0,AZ,4
1225,Big Horn Mountains,50765,Valid,H4,91.9,Found,2006,33.71333,-113.275,"(33.71333, -113.275)",POINT (-113.275 33.71333),None_Found,Arizona,Maricopa County,United States,544.0,AZ,4
1226,Bluebird,30445,Valid,L6,3650.0,Found,2002,35.8675,-114.19167,"(35.8675, -114.19167)",POINT (-114.19167 35.8675),None_Found,Arizona,Mohave County,United States,827.0,AZ,4
1227,Boulder Mine,52852,Valid,L5,1560.0,Found,2008,34.685,-114.323,"(34.685, -114.323)",POINT (-114.323 34.685),None_Found,Arizona,Mohave County,United States,394.0,AZ,4
1228,Bouse,35487,Valid,L4-6,147.4,Found,2004,33.96667,-114.06667,"(33.96667, -114.06667)",POINT (-114.06667 33.96667),None_Found,Arizona,La Paz County,United States,277.0,AZ,4
1229,Buck Mountain Wash,30446,Valid,H3-5,798.0,Found,2004,34.72453,-114.20883,"(34.72453, -114.20883)",POINT (-114.20883 34.72453),None_Found,Arizona,Mohave County,United States,419.0,AZ,4
1230,Buck Mountains 001,35488,Valid,H6,50.0,Found,2004,34.73245,-114.22257,"(34.73245, -114.22257)",POINT (-114.22257 34.73245),None_Found,Arizona,Mohave County,United States,398.0,AZ,4
1231,Buck Mountains 002,35489,Valid,L6,18.4,Found,2004,34.71933,-114.20783,"(34.71933, -114.20783)",POINT (-114.20783 34.71933),None_Found,Arizona,Mohave County,United States,425.0,AZ,4
1232,Buck Mountains 003,44705,Valid,L6,34200.0,Found,2005,34.7345,-114.21717,"(34.7345, -114.21717)",POINT (-114.21717 34.7345),None_Found,Arizona,Mohave County,United States,403.0,AZ,4
1233,Buck Mountains 004,55342,Valid,H3-6,145.8,Found,2005,34.70108,-114.18845,"(34.70108, -114.18845)",POINT (-114.18845 34.70108),None_Found,Arizona,Mohave County,United States,481.0,AZ,4
1234,Buck Mountains 005,55334,Valid,L6,859.7,Found,2007,34.70337,-114.19097,"(34.70337, -114.19097)",POINT (-114.19097 34.70337),None_Found,Arizona,Mohave County,United States,472.0,AZ,4
1235,Camp Creek,53490,Valid,H4,3016.0,Found,2009,33.88098,-111.78558,"(33.88098, -111.78558)",POINT (-111.78558 33.88098),None_Found,Arizona,Maricopa County,United States,1011.0,AZ,4
1236,Canyon Diablo,5257,Valid,"Iron, IAB-MG",30000000.0,Found,1891,35.05,-111.03333,"(35.05, -111.03333)",POINT (-111.03333 35.05),None_Found,Arizona,Coconino County,United States,1676.0,AZ,4
1237,Cat Mountain,5297,Valid,L5,2700.0,Found,1981,32.14833,-111.11167,"(32.14833, -111.11167)",POINT (-111.11167 32.14833),None_Found,Arizona,Pima County,United States,755.0,AZ,4
1238,Cave Creek,5299,Valid,H4,1492.0,Found,1992,31.7045,-110.77917,"(31.7045, -110.77917)",POINT (-110.77917 31.7045),None_Found,Arizona,Santa Cruz County,United States,1682.0,AZ,4
1239,Chandler,53491,Valid,L6,350.4,Found,2009,33.24558,-111.89633,"(33.24558, -111.89633)",POINT (-111.89633 33.24558),None_Found,Arizona,Maricopa County,United States,357.0,AZ,4
1240,Clover Springs,5384,Valid,Mesosiderite-A2,7700.0,Found,1954,34.45,-111.36667,"(34.45, -111.36667)",POINT (-111.36667 34.45),None_Found,Arizona,Coconino County,United States,2318.0,AZ,4
1241,Coon Butte,5436,Valid,L6,2750.0,Found,1905,35.0,-111.0,"(35.0, -111.0)",POINT (-111 35),None_Found,Arizona,Coconino County,United States,1691.0,AZ,4
1242,Cordes,44707,Valid,H4,54.5,Found,1998,34.303329999999995,-112.16617,"(34.30333, -112.16617)",POINT (-112.16617 34.30333),None_Found,Arizona,Yavapai County,United States,1166.0,AZ,4
1243,Cottonwood,5455,Valid,H5,800.0,Found,1955,34.83333,-112.01667,"(34.83333, -112.01667)",POINT (-112.01667 34.83333),None_Found,Arizona,Yavapai County,United States,1213.0,AZ,4
1244,Coyote Mountains,5459,Valid,H5,23.04,Found,1998,31.91667,-111.5,"(31.91667, -111.5)",POINT (-111.5 31.91667),None_Found,Arizona,Pima County,United States,1034.0,AZ,4
1245,Desert Willow,48655,Valid,H4/5,11.3,Found,2007,32.319,-111.077,"(32.319, -111.077)",POINT (-111.077 32.319),None_Found,Arizona,Pima County,United States,688.0,AZ,4
1246,Diablo Pass,35516,Valid,L6,246.6,Found,2004,33.66348,-114.29207,"(33.66348, -114.29207)",POINT (-114.29207 33.66348),None_Found,Arizona,La Paz County,United States,352.0,AZ,4
1247,Dos Cabezas,7721,Valid,L5,755.0,Found,1998,32.295,-109.67,"(32.295, -109.67)",POINT (-109.67 32.295),None_Found,Arizona,Cochise County,United States,1382.0,AZ,4
1248,Dutch Flat,7753,Valid,"Iron, IIAB",48.8,Found,2002,34.48333,-113.91667,"(34.48333, -113.91667)",POINT (-113.91667 34.48333),None_Found,Arizona,Mohave County,United States,611.0,AZ,4
1249,El Mirage,7809,Valid,"Iron, IIAB",598.0,Found,1972,33.68333,-112.26667,"(33.68333, -112.26667)",POINT (-112.26667 33.68333),None_Found,Arizona,Maricopa County,United States,390.0,AZ,4
1250,Fish Canyon,10106,Valid,"Iron, IAB complex",27.3,Found,1992,31.735,-110.75333,"(31.735, -110.75333)",POINT (-110.75333 31.735),None_Found,Arizona,Pima County,United States,1616.0,AZ,4
1251,Fountain Hills,30565,Valid,CBa,60.0,Found,2002,33.61,-111.72,"(33.61, -111.72)",POINT (-111.72 33.61),None_Found,Arizona,Maricopa County,United States,500.0,AZ,4
1252,Franconia,10174,Valid,H5,100000.0,Found,2002,34.71637,-114.22197,"(34.71637, -114.22197)",POINT (-114.22197 34.71637),None_Found,Arizona,Mohave County,United States,414.0,AZ,4
1253,Galleta Flat,52414,Valid,H4,392.0,Found,2009,32.00415,-110.37503,"(32.00415, -110.37503)",POINT (-110.37503 32.00415),None_Found,Arizona,Cochise County,United States,1171.0,AZ,4
1254,Gila Bend,30664,Valid,L5,3700.0,Found,2000,33.03333,-112.61667,"(33.03333, -112.61667)",POINT (-112.61667 33.03333),None_Found,Arizona,Maricopa County,United States,267.0,AZ,4
1255,Gold Basin,10940,Valid,L4,61000.0,Found,1995,35.875,-114.23333,"(35.875, -114.23333)",POINT (-114.23333 35.875),None_Found,Arizona,Mohave County,United States,960.0,AZ,4
1256,Golden Mile,10941,Valid,H4,378.8,Found,2000,35.89,-114.16667,"(35.89, -114.16667)",POINT (-114.16667 35.89),None_Found,Arizona,Mohave County,United States,761.0,AZ,4
1257,Golden Rule,10942,Valid,L5,797.6,Found,1999,35.87333,-114.2,"(35.87333, -114.2)",POINT (-114.2 35.87333),None_Found,Arizona,Mohave County,United States,844.0,AZ,4
1258,Greaterville,11193,Valid,L4,48.0,Found,1995,31.76167,-110.75,"(31.76167, -110.75)",POINT (-110.75 31.76167),None_Found,Arizona,Pima County,United States,1614.0,AZ,4
1259,Griffith Wash,55289,Valid,L6,93.0,Found,2011,35.06639000000001,-114.0975,"(35.06639, -114.0975)",POINT (-114.0975 35.06639),None_Found,Arizona,Mohave County,United States,848.0,AZ,4
1260,Gun Creek,11451,Valid,"Iron, ungrouped",22700.0,Found,1909,34.0,-111.0,"(34.0, -111.0)",POINT (-111 34),None_Found,Arizona,Gila County,United States,1678.0,AZ,4
1261,Hassayampa,11851,Valid,H4,16000.0,Found,1963,33.75,-112.66667,"(33.75, -112.66667)",POINT (-112.66667 33.75),None_Found,Arizona,Maricopa County,United States,505.0,AZ,4
1262,Hickiwan,11881,Valid,H5,1928.0,Found,1974,32.35833,-112.40889,"(32.35833, -112.40889)",POINT (-112.40889 32.35833),None_Found,Arizona,Pima County,United States,706.0,AZ,4
1263,Hualapai Wash,11917,Valid,L6,240.0,Found,2000,35.86333,-114.19333,"(35.86333, -114.19333)",POINT (-114.19333 35.86333),None_Found,Arizona,Mohave County,United States,839.0,AZ,4
1264,Hualapai Wash 020,11918,Valid,H5,60.9,Found,2003,35.83833,-114.16617,"(35.83833, -114.16617)",POINT (-114.16617 35.83833),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1265,Hualapai Wash 021,11919,Valid,H4,20.5,Found,1997,35.8895,-114.192,"(35.8895, -114.192)",POINT (-114.192 35.8895),None_Found,Arizona,Mohave County,United States,798.0,AZ,4
1266,King Tut,12315,Valid,L5,19.51,Found,1997,35.92333,-114.10167,"(35.92333, -114.10167)",POINT (-114.10167 35.92333),None_Found,Arizona,Mohave County,United States,1138.0,AZ,4
1267,Kofa,12339,Valid,"Iron, IAB-sHH",490.0,Found,1893,33.5,-114.0,"(33.5, -114.0)",POINT (-114 33.5),None_Found,Arizona,La Paz County,United States,579.0,AZ,4
1268,Laughlin,53492,Valid,H5,10.0,Found,2008,35.16867,-114.455,"(35.16867, -114.455)",POINT (-114.455 35.16867),None_Found,Arizona,Mohave County,United States,627.0,AZ,4
1269,Little Ash Creek,14662,Valid,L5,21.4,Found,2001,34.38667,-112.02833,"(34.38667, -112.02833)",POINT (-112.02833 34.38667),None_Found,Arizona,Yavapai County,United States,1225.0,AZ,4
1270,Little Harquahala Mountains,53484,Valid,H-melt rock,262.2,Found,2006,33.69177,-113.63612,"(33.69177, -113.63612)",POINT (-113.63612 33.69177),None_Found,Arizona,La Paz County,United States,553.0,AZ,4
1271,Maricopa,15420,Valid,H,50.0,Found,1980,33.25,-112.05,"(33.25, -112.05)",POINT (-112.05 33.25),None_Found,Arizona,Maricopa County,United States,333.0,AZ,4
1272,Mohawk,34059,Valid,"Iron, IAB complex",586.0,Found,2000,32.73,-113.71,"(32.73, -113.71)",POINT (-113.71 32.73),None_Found,Arizona,Yuma County,United States,128.0,AZ,4
1273,Navajo,16926,Valid,"Iron, IIAB",2184000.0,Found,1921,35.33333,-109.5,"(35.33333, -109.5)",POINT (-109.5 35.33333),None_Found,Arizona,Apache County,United States,1913.0,AZ,4
1274,Naviska,48657,Valid,"Iron, IAB complex",147.0,Found,2004,32.5,-111.28,"(32.5, -111.28)",POINT (-111.28 32.5),None_Found,Arizona,Pima County,United States,581.0,AZ,4
1275,Octave Mine,35633,Valid,H5,1304.2,Found,2004,34.13228,-112.70225,"(34.13228, -112.70225)",POINT (-112.70225 34.13228),None_Found,Arizona,Yavapai County,United States,987.0,AZ,4
1276,Oldman Mountain,56392,Valid,H5,198.96,Found,2008,33.67248,-114.2917,"(33.67248, -114.2917)",POINT (-114.2917 33.67248),None_Found,Arizona,La Paz County,United States,375.0,AZ,4
1277,Palo Verde Mine,31284,Valid,L6,9158.0,Found,2004,34.71457,-114.19142,"(34.71457, -114.19142)",POINT (-114.19142 34.71457),None_Found,Arizona,Mohave County,United States,450.0,AZ,4
1278,Payson,18178,Valid,L6,1728.0,Found,2001,34.23333,-111.4,"(34.23333, -111.4)",POINT (-111.4 34.23333),None_Found,Arizona,Gila County,United States,1404.0,AZ,4
1279,Pima County,18823,Valid,"Iron, IIAB",210.0,Found,1947,32.2,-111.0,"(32.2, -111.0)",POINT (-111 32.2),None_Found,Arizona,Pima County,United States,735.0,AZ,4
1280,Powell Peak 001,54561,Valid,H6,42.8,Found,2011,34.68222,-114.33046000000002,"(34.68222, -114.33046)",POINT (-114.33046 34.68222),None_Found,Arizona,Mohave County,United States,402.0,AZ,4
1281,Powell Peak 002,54526,Valid,L4,1062.0,Found,2008,34.7049,-114.34572,"(34.7049, -114.34572)",POINT (-114.34572 34.7049),None_Found,Arizona,Mohave County,United States,346.0,AZ,4
1282,Quartzsite,35634,Valid,L4,69.7,Found,2002,33.68085,-114.1958,"(33.68085, -114.1958)",POINT (-114.1958 33.68085),None_Found,Arizona,La Paz County,United States,282.0,AZ,4
1283,Ragged Top,22370,Valid,H4,122.7,Found,1997,32.446670000000005,-111.34667,"(32.44667, -111.34667)",POINT (-111.34667 32.44667),None_Found,Arizona,Pima County,United States,586.0,AZ,4
1284,Red Dry Lake 002,22539,Valid,H6,21.5,Found,2001,35.65306,-114.02437,"(35.65306, -114.02437)",POINT (-114.02437 35.65306),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1285,Red Dry Lake 003,22540,Valid,H6,94.0,Found,2001,35.64552,-114.03069,"(35.64552, -114.03069)",POINT (-114.03069 35.64552),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1286,Red Dry Lake 004,22541,Valid,H6,13.5,Found,2001,35.6464,-114.02849,"(35.6464, -114.02849)",POINT (-114.02849 35.6464),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1287,Red Dry Lake 005,22542,Valid,H6,12.0,Found,2001,35.64645,-114.02853,"(35.64645, -114.02853)",POINT (-114.02853 35.64645),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1288,Red Dry Lake 006,22543,Valid,H4,40.0,Found,2001,35.62705,-114.04336,"(35.62705, -114.04336)",POINT (-114.04336 35.62705),None_Found,Arizona,Mohave County,United States,844.0,AZ,4
1289,Red Dry Lake 009,22544,Valid,H3.6,13.0,Found,2001,35.62723,-114.04323,"(35.62723, -114.04323)",POINT (-114.04323 35.62723),None_Found,Arizona,Mohave County,United States,844.0,AZ,4
1290,Red Dry Lake 022,22545,Valid,H6,17.0,Found,2002,35.66185,-114.0271,"(35.66185, -114.0271)",POINT (-114.0271 35.66185),None_Found,Arizona,Mohave County,United States,842.0,AZ,4
1291,Red Dry Lake 023,22546,Valid,L5,5.9,Found,2002,35.66375,-114.02698,"(35.66375, -114.02698)",POINT (-114.02698 35.66375),None_Found,Arizona,Mohave County,United States,842.0,AZ,4
1292,Red Dry Lake 024,31306,Valid,L5,17.9,Found,2003,35.69732,-114.032,"(35.69732, -114.032)",POINT (-114.032 35.69732),None_Found,Arizona,Mohave County,United States,844.0,AZ,4
1293,Red Dry Lake 025,31307,Valid,L5/6,6.55,Found,2003,35.67947,-114.04338,"(35.67947, -114.04338)",POINT (-114.04338 35.67947),None_Found,Arizona,Mohave County,United States,842.0,AZ,4
1294,Red Dry Lake 028,31308,Valid,H4,11.3,Found,2004,35.6448,-114.03452,"(35.6448, -114.03452)",POINT (-114.03452 35.6448),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1295,Red Dry Lake 029,31309,Valid,H4,5.25,Found,2004,35.62682,-114.04373,"(35.62682, -114.04373)",POINT (-114.04373 35.62682),None_Found,Arizona,Mohave County,United States,844.0,AZ,4
1296,Red Dry Lake 031,22547,Valid,H4,4.8,Found,2002,35.69733,-114.06167,"(35.69733, -114.06167)",POINT (-114.06167 35.69733),None_Found,Arizona,Mohave County,United States,842.0,AZ,4
1297,Red Dry Lake 063,45969,Valid,H4,6.0,Found,2006,35.63333,-114.08333,"(35.63333, -114.08333)",POINT (-114.08333 35.63333),None_Found,Arizona,Mohave County,United States,844.0,AZ,4
1298,Red Dry Lake 064,45970,Valid,H5,6.0,Found,2006,35.64133,-114.09,"(35.64133, -114.09)",POINT (-114.09 35.64133),None_Found,Arizona,Mohave County,United States,846.0,AZ,4
1299,Red Dry Lake 065,45971,Valid,L6,3.0,Found,2006,35.647,-114.0955,"(35.647, -114.0955)",POINT (-114.0955 35.647),None_Found,Arizona,Mohave County,United States,846.0,AZ,4
1300,Red Dry Lake 067,52886,Valid,L3.4,6.2,Found,2009,35.65868,-114.02573,"(35.65868, -114.02573)",POINT (-114.02573 35.65868),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1301,Red Dry Lake 068,52891,Valid,H4,26.2,Found,2008,35.64,-114.03285,"(35.64, -114.03285)",POINT (-114.03285 35.64),None_Found,Arizona,Mohave County,United States,843.0,AZ,4
1302,Red Dry Lake 071,52971,Valid,H6,4.35,Found,2010,35.62453,-114.04688,"(35.62453, -114.04688)",POINT (-114.04688 35.62453),None_Found,Arizona,Mohave County,United States,844.0,AZ,4
1303,Ryan Field,22789,Valid,H5,8.9,Found,1982,32.13333,-111.13333,"(32.13333, -111.13333)",POINT (-111.13333 32.13333),None_Found,Arizona,Pima County,United States,751.0,AZ,4
1304,Sacramento Wash 001,34065,Valid,H4,98.9,Found,2003,34.756370000000004,-114.23435,"(34.75637, -114.23435)",POINT (-114.23435 34.75637),None_Found,Arizona,Mohave County,United States,389.0,AZ,4
1305,Sacramento Wash 002,34066,Valid,H4,892.8,Found,2004,34.75635,-114.2343,"(34.75635, -114.2343)",POINT (-114.2343 34.75635),None_Found,Arizona,Mohave County,United States,389.0,AZ,4
1306,Sacramento Wash 003,34067,Valid,H4,89.2,Found,2004,34.75873,-114.23342,"(34.75873, -114.23342)",POINT (-114.23342 34.75873),None_Found,Arizona,Mohave County,United States,394.0,AZ,4
1307,Sacramento Wash 004,34068,Valid,H5,28.6,Found,2004,34.75078,-114.22717,"(34.75078, -114.22717)",POINT (-114.22717 34.75078),None_Found,Arizona,Mohave County,United States,384.0,AZ,4
1308,Sacramento Wash 005,45974,Valid,H-metal,52.3,Found,2004,34.74667,-114.21,"(34.74667, -114.21)",POINT (-114.21 34.74667),None_Found,Arizona,Mohave County,United States,403.0,AZ,4
1309,San Francisco Mountains,23124,Valid,"Iron, IVA",1700.0,Found,1920,35.0,-112.0,"(35.0, -112.0)",POINT (-112 35),None_Found,Arizona,Coconino County,United States,1664.0,AZ,4
1310,San Joaquin,47356,Valid,L5/6,31.8,Found,2005,32.16657,-111.11718,"(32.16657, -111.11718)",POINT (-111.11718 32.16657),None_Found,Arizona,Pima County,United States,758.0,AZ,4
1311,Seligman,23485,Valid,"Iron, IAB-MG",2200.0,Found,1949,35.28333,-112.86667,"(35.28333, -112.86667)",POINT (-112.86667 35.28333),None_Found,Arizona,Yavapai County,United States,1591.0,AZ,4
1312,Silver Bell,23596,Valid,"Iron, IIAB",5100.0,Found,1939,32.48333,-111.56667,"(32.48333, -111.56667)",POINT (-111.56667 32.48333),None_Found,Arizona,Pima County,United States,646.0,AZ,4
1313,Snyder Hill,23658,Valid,L5,1160.0,Found,1994,32.15833,-111.11333,"(32.15833, -111.11333)",POINT (-111.11333 32.15833),None_Found,Arizona,Pima County,United States,757.0,AZ,4
1314,Temple Bar,23895,Valid,CR,106.0,Found,1998,35.91667,-114.43333,"(35.91667, -114.43333)",POINT (-114.43333 35.91667),None_Found,Arizona,Mohave County,United States,857.0,AZ,4
1315,Thumb Butte,53890,Valid,H3.8,105.0,Found,2008,35.16993,-114.45585,"(35.16993, -114.45585)",POINT (-114.45585 35.16993),None_Found,Arizona,Mohave County,United States,627.0,AZ,4
1316,Trilby Wash,35339,Valid,L4,846.0,Found,2005,33.91667,-112.55,"(33.91667, -112.55)",POINT (-112.55 33.91667),None_Found,Arizona,Maricopa County,United States,784.0,AZ,4
1317,Tucson,24061,Valid,"Iron, ungrouped",975000.0,Found,1850,31.85,-110.96667,"(31.85, -110.96667)",POINT (-110.96667 31.85),None_Found,Arizona,Pima County,United States,891.0,AZ,4
1318,Udall Park,24100,Valid,H4,150.0,Found,1985,32.25,-110.83333,"(32.25, -110.83333)",POINT (-110.83333 32.25),None_Found,Arizona,Pima County,United States,768.0,AZ,4
1319,Wallapai,24206,Valid,"Iron, IID",430000.0,Found,1927,35.8,-113.7,"(35.8, -113.7)",POINT (-113.7 35.8),None_Found,Arizona,Mohave County,United States,1321.0,AZ,4
1320,Warm Springs Wilderness,32769,Valid,H4-6,156.9,Found,2003,34.78698,-114.25052,"(34.78698, -114.25052)",POINT (-114.25052 34.78698),None_Found,Arizona,Mohave County,United States,460.0,AZ,4
1321,Weaver Mountains,24227,Valid,"Iron, IVB",38800.0,Found,1898,34.25,-112.75,"(34.25, -112.75)",POINT (-112.75 34.25),None_Found,Arizona,Yavapai County,United States,1400.0,AZ,4
1322,White Elephant,24252,Valid,L4,10.4,Found,1997,35.89,-114.20333,"(35.89, -114.20333)",POINT (-114.20333 35.89),None_Found,Arizona,Mohave County,United States,832.0,AZ,4
1323,White Hills,24253,Valid,Mesosiderite,11.7,Found,1999,35.85667,-114.22333,"(35.85667, -114.22333)",POINT (-114.22333 35.85667),None_Found,Arizona,Mohave County,United States,1013.0,AZ,4
1324,Wickenburg (stone),24258,Valid,L6,9200.0,Found,1940,33.96667,-112.73333,"(33.96667, -112.73333)",POINT (-112.73333 33.96667),None_Found,Arizona,Maricopa County,United States,633.0,AZ,4
1325,Wikieup,24260,Valid,H5,372.0,Found,1965,34.7,-113.6,"(34.7, -113.6)",POINT (-113.6 34.7),None_Found,Arizona,Mohave County,United States,590.0,AZ,4
1326,Wildcat Peak,24266,Valid,H5,202.0,Found,1998,32.56533,-111.7255,"(32.56533, -111.7255)",POINT (-111.7255 32.56533),None_Found,Arizona,Pinal County,United States,487.0,AZ,4
1327,Willcox Playa,24273,Valid,H4,61.5,Found,1979,32.125,-109.83333,"(32.125, -109.83333)",POINT (-109.83333 32.125),None_Found,Arizona,Cochise County,United States,1260.0,AZ,4
1328,Willcox Playa 002,24274,Valid,L6,12.0,Found,2001,32.181670000000004,-109.7895,"(32.18167, -109.7895)",POINT (-109.7895 32.18167),None_Found,Arizona,Cochise County,United States,1261.0,AZ,4
1329,Willcox Playa 004,51581,Valid,L6,19.9,Found,2004,32.14202,-109.82423,"(32.14202, -109.82423)",POINT (-109.82423 32.14202),None_Found,Arizona,Cochise County,United States,1260.0,AZ,4
1330,Willcox Playa 005,51582,Valid,H5,278.4,Found,2004,32.0939,-109.88412,"(32.0939, -109.88412)",POINT (-109.88412 32.0939),None_Found,Arizona,Cochise County,United States,1262.0,AZ,4
1331,Willcox Playa 006,51583,Valid,H6,3.1,Found,2004,32.11288,-109.89265,"(32.11288, -109.89265)",POINT (-109.89265 32.11288),None_Found,Arizona,Cochise County,United States,1263.0,AZ,4
1332,Willcox Playa 007,51584,Valid,L6,62.4,Found,2004,32.18843,-109.84563,"(32.18843, -109.84563)",POINT (-109.84563 32.18843),None_Found,Arizona,Cochise County,United States,1260.0,AZ,4
1333,Willcox Playa 009,52851,Valid,Mesosiderite,160.0,Found,2009,32.07667,-109.8455,"(32.07667, -109.8455)",POINT (-109.8455 32.07667),None_Found,Arizona,Cochise County,United States,1261.0,AZ,4
1334,Winona,24285,Valid,Winonaite,24000.0,Found,1928,35.2,-111.4,"(35.2, -111.4)",POINT (-111.4 35.2),None_Found,Arizona,Coconino County,United States,1916.0,AZ,4
1335,Yucca 015,57175,Valid,H-metal,3.0,Found,2011,34.8197,-114.2761,"(34.8197, -114.2761)",POINT (-114.2761 34.8197),None_Found,Arizona,Mohave County,United States,541.0,AZ,4
1336,Yucca 016,57158,Valid,H5,25.9,Found,2011,34.82658,-114.27763,"(34.82658, -114.27763)",POINT (-114.27763 34.82658),None_Found,Arizona,Mohave County,United States,547.0,AZ,4
1337,Yucca 017,57159,Valid,H5,200.0,Found,2011,34.81923,-114.27735,"(34.81923, -114.27735)",POINT (-114.27735 34.81923),None_Found,Arizona,Mohave County,United States,536.0,AZ,4
1338,Honolulu,11904,Valid,L5,2420.0,Fell,1825,21.3,-157.86667,"(21.3, -157.86667)",POINT (-157.86667 21.3),None_Found,Hawaii,Honolulu County,United States,2.0,HI,15
1339,Palolo Valley,18082,Valid,H5,682.0,Fell,1949,21.3,-157.78333,"(21.3, -157.78333)",POINT (-157.78333 21.3),None_Found,Hawaii,Honolulu County,United States,240.0,HI,15
1340,Nanjemoy,16904,Valid,H6,7500.0,Fell,1825,38.41667,-77.16667,"(38.41667, -77.16667)",POINT (-77.16667 38.41667),None_Found,Maryland,Charles County,United States,24.0,MD,24
1341,St. Mary's County,23091,Valid,LL3.3,24.3,Fell,1919,38.16667,-76.38333,"(38.16667, -76.38333)",POINT (-76.38333 38.16667),None_Found,Maryland,Saint Mary's County,United States,29.0,MD,24
1342,Emmitsburg,10034,Valid,"Iron, IIIAB?",450.0,Found,1854,39.71667,-77.3,"(39.71667, -77.3)",POINT (-77.3 39.71667),None_Found,Maryland,Frederick County,United States,153.0,MD,24
1343,Lonaconing,14680,Valid,"Iron, IAB-sHL",1400.0,Found,1888,39.41667,-79.15,"(39.41667, -79.15)",POINT (-79.15 39.41667),None_Found,Maryland,Garrett County,United States,511.0,MD,24
1344,New Concord,16953,Valid,L6,230000.0,Fell,1860,40.0,-81.76666999999998,"(40.0, -81.76667)",POINT (-81.76667 40),None_Found,Ohio,Muskingum County,United States,297.0,OH,39
1345,Pricetown,18888,Valid,L6,900.0,Fell,1893,39.11667,-83.85,"(39.11667, -83.85)",POINT (-83.85 39.11667),None_Found,Ohio,Brown County,United States,295.0,OH,39
1346,Cincinnati,5366,Valid,"Iron, IIAB",1500.0,Found,1870,39.11667,-84.5,"(39.11667, -84.5)",POINT (-84.5 39.11667),None_Found,Ohio,Hamilton County,United States,223.0,OH,39
1347,Dayton,6620,Valid,"Iron, IAB-sLH",26300.0,Found,1892,39.75,-84.16667,"(39.75, -84.16667)",POINT (-84.16667 39.75),None_Found,Ohio,Montgomery County,United States,241.0,OH,39
1348,Enon,10037,Valid,"Iron, ungrouped",763.0,Found,1883,39.86667,-83.95,"(39.86667, -83.95)",POINT (-83.95 39.86667),None_Found,Ohio,Clark County,United States,267.0,OH,39
1349,Fairfield,10069,Valid,"Iron, IAB-MG",1600.0,Found,1974,39.33333,-84.6,"(39.33333, -84.6)",POINT (-84.6 39.33333),None_Found,Ohio,Butler County,United States,170.0,OH,39
1350,Gahanna,10842,Valid,"Iron, IAB-MG",1201.0,Found,1950,40.01667,-82.86667,"(40.01667, -82.86667)",POINT (-82.86667 40.01667),None_Found,Ohio,Franklin County,United States,247.0,OH,39
1351,Kossuth,12350,Valid,"Iron, IVA",5900.0,Found,1975,40.66667,-84.35,"(40.66667, -84.35)",POINT (-84.35 40.66667),None_Found,Ohio,Auglaize County,United States,257.0,OH,39
