,COU,Large subnational region,Land cover class,Value,Unit Code
239817,ESP,Asturias,Shrubland,8.810376,KM2
239822,ESP,Asturias,Sparse vegetation,6.723708,KM2
239827,ESP,Asturias,Cropland,1930.3997519999998,KM2
239832,ESP,Asturias,Artificial surfaces,172.11146800000003,KM2
239837,ESP,Asturias,Bare area,55.567196,KM2
239842,ESP,Asturias,Inland water,53.01682400000001,KM2
239892,ESP,Cantabria,Tree cover,2738.55854,KM2
239897,ESP,Cantabria,Grassland,1169.538772,KM2
239902,ESP,Cantabria,Wetland,5.5644480000000005,KM2
239907,ESP,Cantabria,Shrubland,3.786916,KM2
239912,ESP,Cantabria,Sparse vegetation,3.09136,KM2
239917,ESP,Cantabria,Cropland,1171.8572920000001,KM2
239922,ESP,Cantabria,Artificial surfaces,124.19538800000001,KM2
239927,ESP,Cantabria,Bare area,32.691132,KM2
239932,ESP,Cantabria,Inland water,79.138816,KM2
239982,ESP,Basque Country,Tree cover,4230.062456000001,KM2
239987,ESP,Basque Country,Grassland,961.02654,KM2
239992,ESP,Basque Country,Wetland,2.7049399999999997,KM2
239997,ESP,Basque Country,Shrubland,3.2459279999999997,KM2
240002,ESP,Basque Country,Sparse vegetation,1.081976,KM2
240007,ESP,Basque Country,Cropland,1715.7048,KM2
240012,ESP,Basque Country,Artificial surfaces,270.416716,KM2
240017,ESP,Basque Country,Bare area,2.086668,KM2
240022,ESP,Basque Country,Inland water,46.988672,KM2
240072,ESP,Navarra,Tree cover,3889.3172999999997,KM2
240077,ESP,Navarra,Grassland,691.073528,KM2
240082,ESP,Navarra,Wetland,0.540988,KM2
240087,ESP,Navarra,Shrubland,92.81808400000001,KM2
240092,ESP,Navarra,Sparse vegetation,74.50177599999999,KM2
240097,ESP,Navarra,Cropland,5463.128676,KM2
240102,ESP,Navarra,Artificial surfaces,113.530196,KM2
240107,ESP,Navarra,Bare area,57.035592,KM2
240112,ESP,Navarra,Inland water,15.224948,KM2
240162,ESP,La Rioja,Tree cover,2025.8454919999997,KM2
240167,ESP,La Rioja,Grassland,36.400764,KM2
240172,ESP,La Rioja,Wetland,0.0,KM2
240177,ESP,La Rioja,Shrubland,259.51967199999996,KM2
240182,ESP,La Rioja,Sparse vegetation,15.224948,KM2
240187,ESP,La Rioja,Cropland,2644.65848,KM2
240192,ESP,La Rioja,Artificial surfaces,53.01682400000001,KM2
240197,ESP,La Rioja,Bare area,9.892352,KM2
240202,ESP,La Rioja,Inland water,5.719016,KM2
240252,ESP,Aragon,Tree cover,14091.732708,KM2
240257,ESP,Aragon,Grassland,1262.04772,KM2
240262,ESP,Aragon,Wetland,15.688652000000001,KM2
240267,ESP,Aragon,Shrubland,3603.3665,KM2
240272,ESP,Aragon,Sparse vegetation,1335.003816,KM2
240277,ESP,Aragon,Cropland,26353.689432,KM2
240282,ESP,Aragon,Artificial surfaces,196.99691600000003,KM2
240287,ESP,Aragon,Bare area,687.904884,KM2
240292,ESP,Aragon,Inland water,211.680876,KM2
240342,ESP,Madrid,Tree cover,2343.405448,KM2
240347,ESP,Madrid,Grassland,1080.4303200000002,KM2
240352,ESP,Madrid,Wetland,0.618272,KM2
240357,ESP,Madrid,Shrubland,200.16556,KM2
240362,ESP,Madrid,Sparse vegetation,121.56773199999999,KM2
240367,ESP,Madrid,Cropland,3273.286536,KM2
240372,ESP,Madrid,Artificial surfaces,954.4574,KM2
240377,ESP,Madrid,Bare area,18.161739999999998,KM2
240382,ESP,Madrid,Inland water,46.3704,KM2
240432,ESP,Castile and León,Tree cover,26401.37366,KM2
240437,ESP,Castile and León,Grassland,7793.086708,KM2
240442,ESP,Castile and León,Wetland,10.974328,KM2
240447,ESP,Castile and León,Shrubland,2624.641924,KM2
240452,ESP,Castile and León,Sparse vegetation,272.271532,KM2
240457,ESP,Castile and León,Cropland,56177.121328,KM2
240462,ESP,Castile and León,Artificial surfaces,523.7536680000001,KM2
240467,ESP,Castile and León,Bare area,133.778604,KM2
240472,ESP,Castile and León,Inland water,360.761712,KM2
240522,ESP,Castile-La Mancha,Tree cover,22406.331848,KM2
240527,ESP,Castile-La Mancha,Grassland,3838.387144,KM2
240532,ESP,Castile-La Mancha,Wetland,25.040016,KM2
240537,ESP,Castile-La Mancha,Shrubland,2708.881484,KM2
240542,ESP,Castile-La Mancha,Sparse vegetation,1534.010116,KM2
240547,ESP,Castile-La Mancha,Cropland,48109.29,KM2
240552,ESP,Castile-La Mancha,Artificial surfaces,526.072188,KM2
240557,ESP,Castile-La Mancha,Bare area,106.34278400000001,KM2
240562,ESP,Castile-La Mancha,Inland water,305.117232,KM2
240612,ESP,Extremadura,Tree cover,6937.475544,KM2
240617,ESP,Extremadura,Grassland,5115.350676,KM2
240622,ESP,Extremadura,Wetland,1.3911120000000001,KM2
240627,ESP,Extremadura,Shrubland,1448.456728,KM2
240632,ESP,Extremadura,Sparse vegetation,235.870768,KM2
240637,ESP,Extremadura,Cropland,26955.577224000004,KM2
240642,ESP,Extremadura,Artificial surfaces,212.60828399999997,KM2
240647,ESP,Extremadura,Bare area,53.480528,KM2
240652,ESP,Extremadura,Inland water,726.4695999999999,KM2
240702,ESP,Catalonia,Tree cover,14582.872528,KM2
240707,ESP,Catalonia,Grassland,1645.299076,KM2
240712,ESP,Catalonia,Wetland,19.70742,KM2
240717,ESP,Catalonia,Shrubland,1124.9459040000002,KM2
240722,ESP,Catalonia,Sparse vegetation,126.59119199999999,KM2
240727,ESP,Catalonia,Cropland,12914.542819999999,KM2
240732,ESP,Catalonia,Artificial surfaces,1312.746024,KM2
240737,ESP,Catalonia,Bare area,266.011528,KM2
240742,ESP,Catalonia,Inland water,143.129968,KM2
240792,ESP,Valencia,Tree cover,8361.742380000002,KM2
240797,ESP,Valencia,Grassland,1343.4277719999998,KM2
240802,ESP,Valencia,Wetland,13.370132,KM2
240807,ESP,Valencia,Shrubland,2909.2788960000003,KM2
240812,ESP,Valencia,Sparse vegetation,471.741536,KM2
240817,ESP,Valencia,Cropland,8840.594044,KM2
240822,ESP,Valencia,Artificial surfaces,1154.545676,KM2
240827,ESP,Valencia,Bare area,42.042496,KM2
240832,ESP,Valencia,Inland water,152.713184,KM2
240882,ESP,Andalusia,Tree cover,21566.254768,KM2
240887,ESP,Andalusia,Grassland,1928.9313559999998,KM2
240892,ESP,Andalusia,Wetland,373.899992,KM2
240897,ESP,Andalusia,Shrubland,6094.616239999999,KM2
240902,ESP,Andalusia,Sparse vegetation,3049.62664,KM2
240907,ESP,Andalusia,Cropland,51676.64215600001,KM2
240912,ESP,Andalusia,Artificial surfaces,1360.739388,KM2
240917,ESP,Andalusia,Bare area,640.220656,KM2
240922,ESP,Andalusia,Inland water,1075.0977240000002,KM2
240972,ESP,Balearic Islands,Tree cover,1297.830212,KM2
240977,ESP,Balearic Islands,Grassland,3.8641999999999994,KM2
240982,ESP,Balearic Islands,Wetland,18.084456000000003,KM2
240987,ESP,Balearic Islands,Shrubland,119.40378,KM2
240992,ESP,Balearic Islands,Sparse vegetation,19.011864,KM2
240997,ESP,Balearic Islands,Cropland,3132.2432360000003,KM2
241002,ESP,Balearic Islands,Artificial surfaces,195.91494,KM2
241007,ESP,Balearic Islands,Bare area,126.668476,KM2
241012,ESP,Balearic Islands,Inland water,84.62598,KM2
241062,ESP,Ceuta,Tree cover,6.414572,KM2
241067,ESP,Ceuta,Grassland,0.38642,KM2
241072,ESP,Ceuta,Wetland,0.0,KM2
241077,ESP,Ceuta,Shrubland,0.0,KM2
241082,ESP,Ceuta,Sparse vegetation,0.0,KM2
241087,ESP,Ceuta,Cropland,1.15926,KM2
241092,ESP,Ceuta,Artificial surfaces,7.728399999999999,KM2
241097,ESP,Ceuta,Bare area,2.009384,KM2
241102,ESP,Ceuta,Inland water,1.15926,KM2
241152,ESP,Melilla,Tree cover,0.0,KM2
241157,ESP,Melilla,Grassland,0.0,KM2
241162,ESP,Melilla,Wetland,0.0,KM2
241167,ESP,Melilla,Shrubland,0.0,KM2
241172,ESP,Melilla,Sparse vegetation,0.154568,KM2
241177,ESP,Melilla,Cropland,1.468396,KM2
241182,ESP,Melilla,Artificial surfaces,9.196796,KM2
241187,ESP,Melilla,Bare area,1.313828,KM2
241192,ESP,Melilla,Inland water,1.004692,KM2
241242,ESP,Canary Islands,Tree cover,1288.32428,KM2
241247,ESP,Canary Islands,Grassland,1480.143168,KM2
241252,ESP,Canary Islands,Wetland,39.182987999999995,KM2
241257,ESP,Canary Islands,Shrubland,112.680072,KM2
241262,ESP,Canary Islands,Sparse vegetation,666.497216,KM2
241267,ESP,Canary Islands,Cropland,838.5314000000001,KM2
241272,ESP,Canary Islands,Artificial surfaces,228.45150399999997,KM2
241277,ESP,Canary Islands,Bare area,2539.861376,KM2
241282,ESP,Canary Islands,Inland water,279.149808,KM2
241332,SWE,Stockholm,Tree cover,4271.177543999999,KM2
241337,SWE,Stockholm,Grassland,2.473088,KM2
241342,SWE,Stockholm,Wetland,20.325692,KM2
241347,SWE,Stockholm,Shrubland,5.02346,KM2
241352,SWE,Stockholm,Sparse vegetation,64.45485599999999,KM2
241357,SWE,Stockholm,Cropland,1492.5858919999998,KM2
241362,SWE,Stockholm,Artificial surfaces,420.734096,KM2
241367,SWE,Stockholm,Bare area,1.313828,KM2
241372,SWE,Stockholm,Inland water,759.083448,KM2
241422,SWE,Central Norrland,Tree cover,54699.064828,KM2
241427,SWE,Central Norrland,Grassland,4499.010776,KM2
241432,SWE,Central Norrland,Wetland,7812.562276000001,KM2
241437,SWE,Central Norrland,Shrubland,153.17688800000002,KM2
241442,SWE,Central Norrland,Sparse vegetation,2021.6721559999996,KM2
241447,SWE,Central Norrland,Cropland,1810.0685640000002,KM2
241452,SWE,Central Norrland,Artificial surfaces,42.351632,KM2
241457,SWE,Central Norrland,Bare area,81.689188,KM2
241462,SWE,Central Norrland,Inland water,5731.226872,KM2
241512,SWE,Upper Norrland,Tree cover,103231.948432,KM2
241517,SWE,Upper Norrland,Grassland,12984.175704,KM2
241522,SWE,Upper Norrland,Wetland,21649.56692,KM2
241527,SWE,Upper Norrland,Shrubland,427.535088,KM2
241532,SWE,Upper Norrland,Sparse vegetation,10895.1119,KM2
241537,SWE,Upper Norrland,Cropland,1835.649568,KM2
241542,SWE,Upper Norrland,Artificial surfaces,119.55834800000001,KM2
241547,SWE,Upper Norrland,Bare area,2744.895828,KM2
241552,SWE,Upper Norrland,Inland water,10501.813624,KM2
241602,SWE,Småland with Islands,Tree cover,26106.148780000003,KM2
241607,SWE,Småland with Islands,Grassland,510.769956,KM2
241612,SWE,Småland with Islands,Wetland,852.519804,KM2
241617,SWE,Småland with Islands,Shrubland,28.20866,KM2
241622,SWE,Småland with Islands,Sparse vegetation,53.248675999999996,KM2
241627,SWE,Småland with Islands,Cropland,5550.382312000001,KM2
241632,SWE,Småland with Islands,Artificial surfaces,139.65218800000002,KM2
241637,SWE,Småland with Islands,Bare area,24.73088,KM2
241642,SWE,Småland with Islands,Inland water,2615.0587080000005,KM2
241692,SWE,West Sweden,Tree cover,18636.031908,KM2
241697,SWE,West Sweden,Grassland,247.77250399999997,KM2
241702,SWE,West Sweden,Wetland,629.5554639999999,KM2
241707,SWE,West Sweden,Shrubland,28.440512000000002,KM2
241712,SWE,West Sweden,Sparse vegetation,182.08110399999998,KM2
241717,SWE,West Sweden,Cropland,9200.351063999999,KM2
241722,SWE,West Sweden,Artificial surfaces,316.40069600000004,KM2
241727,SWE,West Sweden,Bare area,67.23708,KM2
241732,SWE,West Sweden,Inland water,5153.065267999999,KM2
241782,SWE,North Middle Sweden,Tree cover,53796.155856000005,KM2
241787,SWE,North Middle Sweden,Grassland,548.484548,KM2
241792,SWE,North Middle Sweden,Wetland,4609.372328,KM2
241797,SWE,North Middle Sweden,Shrubland,46.67953599999999,KM2
241802,SWE,North Middle Sweden,Sparse vegetation,756.7649279999999,KM2
241807,SWE,North Middle Sweden,Cropland,4389.731200000001,KM2
241812,SWE,North Middle Sweden,Artificial surfaces,126.668476,KM2
241817,SWE,North Middle Sweden,Bare area,31.300019999999996,KM2
241822,SWE,North Middle Sweden,Inland water,7462.15662,KM2
241872,SWE,East Middle Sweden,Tree cover,25665.320844,KM2
241877,SWE,East Middle Sweden,Grassland,7.882968000000001,KM2
241882,SWE,East Middle Sweden,Wetland,386.18814799999996,KM2
241887,SWE,East Middle Sweden,Shrubland,1.54568,KM2
241892,SWE,East Middle Sweden,Sparse vegetation,146.45317999999997,KM2
241897,SWE,East Middle Sweden,Cropland,11943.005656,KM2
241902,SWE,East Middle Sweden,Artificial surfaces,411.46001600000005,KM2
241907,SWE,East Middle Sweden,Bare area,17.466184,KM2
241912,SWE,East Middle Sweden,Inland water,4573.203416,KM2
241962,SWE,South Sweden,Tree cover,7020.3239920000005,KM2
241967,SWE,South Sweden,Grassland,682.340436,KM2
241972,SWE,South Sweden,Wetland,81.611904,KM2
241977,SWE,South Sweden,Shrubland,1.6229639999999999,KM2
241982,SWE,South Sweden,Sparse vegetation,3.9414840000000004,KM2
241987,SWE,South Sweden,Cropland,5753.871084,KM2
241992,SWE,South Sweden,Artificial surfaces,412.31014,KM2
241997,SWE,South Sweden,Bare area,2.009384,KM2
242002,SWE,South Sweden,Inland water,400.949392,KM2
242052,CHE,Espace Mittelland,Tree cover,3915.5165760000004,KM2
242057,CHE,Espace Mittelland,Grassland,2857.730468,KM2
242062,CHE,Espace Mittelland,Wetland,3.632348,KM2
242067,CHE,Espace Mittelland,Shrubland,0.0,KM2
242072,CHE,Espace Mittelland,Sparse vegetation,42.197064000000005,KM2
242077,CHE,Espace Mittelland,Cropland,2008.8430119999998,KM2
242082,CHE,Espace Mittelland,Artificial surfaces,414.705944,KM2
242087,CHE,Espace Mittelland,Bare area,505.901064,KM2
242092,CHE,Espace Mittelland,Inland water,310.217976,KM2
242142,CHE,Lake Geneva Region,Tree cover,2817.156368,KM2
242147,CHE,Lake Geneva Region,Grassland,1689.350956,KM2
242152,CHE,Lake Geneva Region,Wetland,5.02346,KM2
242157,CHE,Lake Geneva Region,Shrubland,0.0,KM2
242162,CHE,Lake Geneva Region,Sparse vegetation,277.681412,KM2
242167,CHE,Lake Geneva Region,Cropland,1513.761708,KM2
242172,CHE,Lake Geneva Region,Artificial surfaces,329.69354400000003,KM2
242177,CHE,Lake Geneva Region,Bare area,1622.4230119999997,KM2
242182,CHE,Lake Geneva Region,Inland water,460.380788,KM2
242232,CHE,Northwestern Switzerland,Tree cover,722.373548,KM2
242237,CHE,Northwestern Switzerland,Grassland,173.34801199999998,KM2
242242,CHE,Northwestern Switzerland,Wetland,0.463704,KM2
242247,CHE,Northwestern Switzerland,Shrubland,0.0,KM2
242252,CHE,Northwestern Switzerland,Sparse vegetation,0.077284,KM2
242257,CHE,Northwestern Switzerland,Cropland,754.2918400000001,KM2
242262,CHE,Northwestern Switzerland,Artificial surfaces,283.70956399999994,KM2
242267,CHE,Northwestern Switzerland,Bare area,0.0,KM2
242272,CHE,Northwestern Switzerland,Inland water,22.41236,KM2
242322,CHE,Eastern Switzerland,Tree cover,4032.524552,KM2
242327,CHE,Eastern Switzerland,Grassland,4550.713772,KM2
242332,CHE,Eastern Switzerland,Wetland,0.540988,KM2
242337,CHE,Eastern Switzerland,Shrubland,0.0,KM2
242342,CHE,Eastern Switzerland,Sparse vegetation,637.97942,KM2
242347,CHE,Eastern Switzerland,Cropland,688.6004399999999,KM2
242352,CHE,Eastern Switzerland,Artificial surfaces,257.58757199999997,KM2
242357,CHE,Eastern Switzerland,Bare area,1094.109588,KM2
242362,CHE,Eastern Switzerland,Inland water,260.524364,KM2
242412,CHE,Central Switzerland,Tree cover,1717.7141840000002,KM2
242417,CHE,Central Switzerland,Grassland,1622.19116,KM2
242422,CHE,Central Switzerland,Wetland,5.487164,KM2
242427,CHE,Central Switzerland,Shrubland,0.0,KM2
242432,CHE,Central Switzerland,Sparse vegetation,73.883504,KM2
242437,CHE,Central Switzerland,Cropland,375.60024,KM2
242442,CHE,Central Switzerland,Artificial surfaces,146.144044,KM2
242447,CHE,Central Switzerland,Bare area,300.32562399999995,KM2
242452,CHE,Central Switzerland,Inland water,238.189288,KM2
242502,TUR,Thrace,Tree cover,2963.1458439999997,KM2
242507,TUR,Thrace,Grassland,9.042228000000001,KM2
242512,TUR,Thrace,Wetland,15.147664,KM2
242517,TUR,Thrace,Shrubland,7.960252,KM2
242522,TUR,Thrace,Sparse vegetation,0.463704,KM2
242527,TUR,Thrace,Cropland,15317.997936,KM2
242532,TUR,Thrace,Artificial surfaces,238.575708,KM2
242537,TUR,Thrace,Bare area,181.61739999999998,KM2
242542,TUR,Thrace,Inland water,125.50921600000001,KM2
242592,TUR,Izmir,Tree cover,3444.779732,KM2
242597,TUR,Izmir,Grassland,412.54199200000005,KM2
242602,TUR,Izmir,Wetland,6.414572,KM2
242607,TUR,Izmir,Shrubland,975.0149440000001,KM2
242612,TUR,Izmir,Sparse vegetation,8.733092,KM2
242617,TUR,Izmir,Cropland,5949.554172000001,KM2
242622,TUR,Izmir,Artificial surfaces,468.18647200000004,KM2
242627,TUR,Izmir,Bare area,392.29358399999995,KM2
242632,TUR,Izmir,Inland water,159.436892,KM2
242682,TUR,Southern Marmara - West,Tree cover,8585.47956,KM2
242687,TUR,Southern Marmara - West,Grassland,298.47080800000003,KM2
242692,TUR,Southern Marmara - West,Wetland,10.201488,KM2
242697,TUR,Southern Marmara - West,Shrubland,70.251156,KM2
242702,TUR,Southern Marmara - West,Sparse vegetation,4.714324,KM2
242707,TUR,Southern Marmara - West,Cropland,14251.246884,KM2
242712,TUR,Southern Marmara - West,Artificial surfaces,202.17494399999998,KM2
242717,TUR,Southern Marmara - West,Bare area,349.864668,KM2
242722,TUR,Southern Marmara - West,Inland water,326.756752,KM2
242772,TUR,Southern Aegean,Tree cover,13862.121944,KM2
242777,TUR,Southern Aegean,Grassland,181.308264,KM2
242782,TUR,Southern Aegean,Wetland,30.913599999999995,KM2
242787,TUR,Southern Aegean,Shrubland,2385.834364,KM2
242792,TUR,Southern Aegean,Sparse vegetation,317.94637600000004,KM2
242797,TUR,Southern Aegean,Cropland,13519.058268,KM2
242802,TUR,Southern Aegean,Artificial surfaces,441.83262799999994,KM2
242807,TUR,Southern Aegean,Bare area,963.499628,KM2
242812,TUR,Southern Aegean,Inland water,380.77826799999997,KM2
242862,TUR,Eastern Black Sea,Tree cover,22774.82196,KM2
242867,TUR,Eastern Black Sea,Grassland,3127.4516280000003,KM2
242872,TUR,Eastern Black Sea,Wetland,6.260004,KM2
242877,TUR,Eastern Black Sea,Shrubland,14.529392,KM2
242882,TUR,Eastern Black Sea,Sparse vegetation,568.0374,KM2
242887,TUR,Eastern Black Sea,Cropland,6513.650087999999,KM2
242892,TUR,Eastern Black Sea,Artificial surfaces,1462.8315519999999,KM2
242897,TUR,Eastern Black Sea,Bare area,569.3512279999999,KM2
242902,TUR,Eastern Black Sea,Inland water,56.340036,KM2
242952,GBR,North East England,Tree cover,786.75112,KM2
242957,GBR,North East England,Grassland,4074.335196,KM2
242962,GBR,North East England,Wetland,444.07386399999996,KM2
242967,GBR,North East England,Shrubland,0.0,KM2
242972,GBR,North East England,Sparse vegetation,10.04692,KM2
242977,GBR,North East England,Cropland,2621.7051319999996,KM2
242982,GBR,North East England,Artificial surfaces,586.4309920000001,KM2
242987,GBR,North East England,Bare area,18.93458,KM2
242992,GBR,North East England,Inland water,44.515584000000004,KM2
243042,GBR,North West England,Tree cover,658.9233839999999,KM2
243047,GBR,North West England,Grassland,9554.62092,KM2
243052,GBR,North West England,Wetland,481.63388799999996,KM2
243057,GBR,North West England,Shrubland,0.231852,KM2
243062,GBR,North West England,Sparse vegetation,107.81118000000001,KM2
243067,GBR,North West England,Cropland,1567.010384,KM2
243072,GBR,North West England,Artificial surfaces,1556.654328,KM2
243077,GBR,North West England,Bare area,42.197064000000005,KM2
243082,GBR,North West England,Inland water,184.32234,KM2
243132,GBR,South East England,Tree cover,1585.635828,KM2
243137,GBR,South East England,Grassland,6320.285519999999,KM2
243142,GBR,South East England,Wetland,73.72893599999999,KM2
243147,GBR,South East England,Shrubland,0.0,KM2
243152,GBR,South East England,Sparse vegetation,9.583216,KM2
243157,GBR,South East England,Cropland,8977.386724,KM2
243162,GBR,South East England,Artificial surfaces,1955.1306319999999,KM2
243167,GBR,South East England,Bare area,57.267444,KM2
243172,GBR,South East England,Inland water,99.15537199999999,KM2
243222,GBR,Yorkshire and The Humber,Tree cover,601.887792,KM2
243227,GBR,Yorkshire and The Humber,Grassland,4767.108972,KM2
243232,GBR,Yorkshire and The Humber,Wetland,889.770692,KM2
243237,GBR,Yorkshire and The Humber,Shrubland,0.0,KM2
243242,GBR,Yorkshire and The Humber,Sparse vegetation,18.393592,KM2
243247,GBR,Yorkshire and The Humber,Cropland,7815.962772000001,KM2
243252,GBR,Yorkshire and The Humber,Artificial surfaces,1226.8835,KM2
243257,GBR,Yorkshire and The Humber,Bare area,14.683959999999999,KM2
243262,GBR,Yorkshire and The Humber,Inland water,65.923252,KM2
243312,GBR,East Midlands,Tree cover,382.16938,KM2
243317,GBR,East Midlands,Grassland,2762.671148,KM2
243322,GBR,East Midlands,Wetland,173.03887600000002,KM2
243327,GBR,East Midlands,Shrubland,0.0,KM2
243332,GBR,East Midlands,Sparse vegetation,18.393592,KM2
243337,GBR,East Midlands,Cropland,11075.415472,KM2
243342,GBR,East Midlands,Artificial surfaces,1100.446876,KM2
243347,GBR,East Midlands,Bare area,13.833836,KM2
243352,GBR,East Midlands,Inland water,85.86252400000001,KM2
243402,GBR,West Midlands,Tree cover,482.484012,KM2
243407,GBR,West Midlands,Grassland,4662.621004,KM2
243412,GBR,West Midlands,Wetland,6.491855999999999,KM2
243417,GBR,West Midlands,Shrubland,0.0,KM2
243422,GBR,West Midlands,Sparse vegetation,3.632348,KM2
243427,GBR,West Midlands,Cropland,6601.9857,KM2
243432,GBR,West Midlands,Artificial surfaces,1211.7358359999998,KM2
243437,GBR,West Midlands,Bare area,1.9320999999999997,KM2
243442,GBR,West Midlands,Inland water,21.021248,KM2
243492,GBR,East of England,Tree cover,555.208256,KM2
243497,GBR,East of England,Grassland,1426.121652,KM2
243502,GBR,East of England,Wetland,165.77418,KM2
243507,GBR,East of England,Shrubland,0.0,KM2
243512,GBR,East of England,Sparse vegetation,38.564716,KM2
243517,GBR,East of England,Cropland,15463.446424000002,KM2
243522,GBR,East of England,Artificial surfaces,1338.868016,KM2
243527,GBR,East of England,Bare area,30.604463999999997,KM2
243532,GBR,East of England,Inland water,103.17414,KM2
243582,GBR,South West England,Tree cover,1023.0855919999999,KM2
243587,GBR,South West England,Grassland,12509.420092,KM2
243592,GBR,South West England,Wetland,178.757892,KM2
243597,GBR,South West England,Shrubland,0.0,KM2
243602,GBR,South West England,Sparse vegetation,11.128896000000001,KM2
243607,GBR,South West England,Cropland,8846.390344,KM2
243612,GBR,South West England,Artificial surfaces,1105.470336,KM2
243617,GBR,South West England,Bare area,62.368187999999996,KM2
243622,GBR,South West England,Inland water,139.033916,KM2
243672,GBR,Northern Ireland,Tree cover,971.537164,KM2
243677,GBR,Northern Ireland,Grassland,11096.050300000003,KM2
243682,GBR,Northern Ireland,Wetland,554.048996,KM2
243687,GBR,Northern Ireland,Shrubland,0.0,KM2
243692,GBR,Northern Ireland,Sparse vegetation,1.700248,KM2
243697,GBR,Northern Ireland,Cropland,458.525972,KM2
243702,GBR,Northern Ireland,Artificial surfaces,369.649372,KM2
243707,GBR,Northern Ireland,Bare area,19.398283999999997,KM2
243712,GBR,Northern Ireland,Inland water,652.895232,KM2
243762,USA,Maryland,Shrubland,5.255312,KM2
243767,USA,Maryland,Cropland,9403.607984,KM2
243787,USA,Massachusetts,Tree cover,15235.226772,KM2
243792,USA,Massachusetts,Grassland,1154.313824,KM2
243797,USA,Massachusetts,Wetland,194.910248,KM2
243802,USA,Massachusetts,Shrubland,99.46450800000001,KM2
243807,USA,Massachusetts,Sparse vegetation,7.651115999999999,KM2
243812,USA,Massachusetts,Cropland,370.422212,KM2
243817,USA,Massachusetts,Artificial surfaces,3139.5852160000004,KM2
243822,USA,Massachusetts,Bare area,80.76178,KM2
243827,USA,Massachusetts,Inland water,1011.724844,KM2
243877,USA,Michigan,Tree cover,79323.447476,KM2
243882,USA,Michigan,Grassland,6723.630716000001,KM2
243887,USA,Michigan,Wetland,472.050672,KM2
243892,USA,Michigan,Shrubland,1010.952004,KM2
243897,USA,Michigan,Sparse vegetation,39.569408,KM2
243902,USA,Michigan,Cropland,54134.968912,KM2
243907,USA,Michigan,Artificial surfaces,5064.188668,KM2
243912,USA,Michigan,Bare area,365.089616,KM2
243917,USA,Michigan,Inland water,3996.5874919999997,KM2
243967,USA,Minnesota,Tree cover,75027.92547199999,KM2
243972,USA,Minnesota,Grassland,16255.761992,KM2
243977,USA,Minnesota,Wetland,4400.5509600000005,KM2
243982,USA,Minnesota,Shrubland,512.470204,KM2
243987,USA,Minnesota,Sparse vegetation,46.138548,KM2
243992,USA,Minnesota,Cropland,107370.42934799999,KM2
243997,USA,Minnesota,Artificial surfaces,2521.313216,KM2
244002,USA,Minnesota,Bare area,279.999932,KM2
244007,USA,Minnesota,Inland water,12105.147488,KM2
244057,USA,Montana,Tree cover,94230.139964,KM2
244062,USA,Montana,Grassland,156273.11689200002,KM2
244067,USA,Montana,Wetland,474.21462399999996,KM2
244072,USA,Montana,Shrubland,33224.468884,KM2
244077,USA,Montana,Sparse vegetation,6289.449204,KM2
244082,USA,Montana,Cropland,84744.920076,KM2
244087,USA,Montana,Artificial surfaces,489.362288,KM2
244092,USA,Montana,Bare area,1769.7263159999998,KM2
244097,USA,Montana,Inland water,3152.80078,KM2
244147,USA,Nebraska,Tree cover,2347.578784,KM2
244152,USA,Nebraska,Grassland,105936.424728,KM2
244157,USA,Nebraska,Wetland,1569.483472,KM2
244162,USA,Nebraska,Shrubland,241.435216,KM2
244167,USA,Nebraska,Sparse vegetation,25.349152000000004,KM2
244172,USA,Nebraska,Cropland,88160.71830799998,KM2
244177,USA,Nebraska,Artificial surfaces,1061.8821599999999,KM2
244182,USA,Nebraska,Bare area,37.405456,KM2
244187,USA,Nebraska,Inland water,1101.2197159999998,KM2
244237,USA,New Hampshire,Tree cover,21716.108444,KM2
244242,USA,New Hampshire,Grassland,609.229772,KM2
244247,USA,New Hampshire,Wetland,20.171124,KM2
244252,USA,New Hampshire,Shrubland,6.105436,KM2
244257,USA,New Hampshire,Sparse vegetation,9.351364,KM2
244262,USA,New Hampshire,Cropland,306.276492,KM2
244267,USA,New Hampshire,Artificial surfaces,579.166296,KM2
244272,USA,New Hampshire,Bare area,51.16200799999999,KM2
244277,USA,New Hampshire,Inland water,749.345664,KM2
244327,USA,New Jersey,Tree cover,9536.768316,KM2
244332,USA,New Jersey,Grassland,1144.7306079999998,KM2
244337,USA,New Jersey,Wetland,914.733424,KM2
244342,USA,New Jersey,Shrubland,35.93706,KM2
244347,USA,New Jersey,Sparse vegetation,23.648903999999998,KM2
244352,USA,New Jersey,Cropland,3904.928668,KM2
244357,USA,New Jersey,Artificial surfaces,3554.3684439999997,KM2
244362,USA,New Jersey,Bare area,82.84844799999999,KM2
244367,USA,New Jersey,Inland water,977.6425999999999,KM2
244417,USA,New York,Tree cover,73655.82533600001,KM2
244422,USA,New York,Grassland,15251.610980000001,KM2
244427,USA,New York,Wetland,307.822172,KM2
244432,USA,New York,Shrubland,223.505328,KM2
244437,USA,New York,Sparse vegetation,12.597292,KM2
244442,USA,New York,Cropland,27427.782464,KM2
244447,USA,New York,Artificial surfaces,5483.067948,KM2
244452,USA,New York,Bare area,96.99141999999999,KM2
244457,USA,New York,Inland water,4698.09436,KM2
244507,USA,North Carolina,Tree cover,67592.431832,KM2
