name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev,state,county,country,elevation
Roosevelt County 028,22683,Valid,L5,67.3,Found,1984,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 029,22684,Valid,H4,4.9,Found,1984,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 030,22685,Valid,H4,3.1,Found,1984,34.28333,-103.43333,"(34.28333, -103.43333)",POINT (-103.43333 34.28333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 031,22686,Valid,H3.9,397.1,Found,1984,33.78333,-103.55,"(33.78333, -103.55)",POINT (-103.55 33.78333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 032,22687,Valid,H5,141.1,Found,1968,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 033,22688,Valid,L4,21.8,Found,1968,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 034,22689,Valid,H5,118.5,Found,1968,34.08333,-103.61667,"(34.08333, -103.61667)",POINT (-103.61667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 035,22690,Valid,L6,81.59999999999998,Found,1968,34.08333,-103.61667,"(34.08333, -103.61667)",POINT (-103.61667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 036,22691,Valid,H5,65.2,Found,1968,34.08333,-103.61667,"(34.08333, -103.61667)",POINT (-103.61667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 037,22692,Valid,H4/5,94.3,Found,1968,34.08333,-103.51666999999999,"(34.08333, -103.51667)",POINT (-103.51667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 038,22693,Valid,H5,49.4,Found,1968,34.3,-103.45,"(34.3, -103.45)",POINT (-103.45 34.3),None_Found,New Mexico,Curry County,United States,0.0
Roosevelt County 039,22694,Valid,H5,38.0,Found,1969,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 040,22695,Valid,H5,71.1,Found,1969,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 041,22696,Valid,L5,32.4,Found,1969,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 042,22697,Valid,H5,32.6,Found,1969,34.08333,-103.51666999999999,"(34.08333, -103.51667)",POINT (-103.51667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 043,22698,Valid,H4/5,52.1,Found,1969,34.08333,-103.61667,"(34.08333, -103.61667)",POINT (-103.61667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 044,22699,Valid,L6,439.1,Found,1970,34.25,-103.51666999999999,"(34.25, -103.51667)",POINT (-103.51667 34.25),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 045,22700,Valid,L6,55.5,Found,1970,34.23333,-103.25,"(34.23333, -103.25)",POINT (-103.25 34.23333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 046,22701,Valid,H5,120.4,Found,1970,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 047,22702,Valid,L6,30.3,Found,1970,34.13333,-103.36667,"(34.13333, -103.36667)",POINT (-103.36667 34.13333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 048,22703,Valid,L6,57.3,Found,1970,33.61667,-103.45,"(33.61667, -103.45)",POINT (-103.45 33.61667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 049,22704,Valid,LL4,22.8,Found,1971,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 050,22705,Valid,L4,13.1,Found,1971,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 051,22706,Valid,L5,29.4,Found,1971,34.21667,-103.35,"(34.21667, -103.35)",POINT (-103.35 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 052,22707,Valid,H5,17.7,Found,1971,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 053,22708,Valid,H5,10.8,Found,1971,33.88333,-103.7,"(33.88333, -103.7)",POINT (-103.7 33.88333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 054,22709,Valid,H5,361.5,Found,1971,34.3,-103.43333,"(34.3, -103.43333)",POINT (-103.43333 34.3),None_Found,New Mexico,Curry County,United States,0.0
Roosevelt County 055,22710,Valid,H5,7.9,Found,1971,34.3,-103.43333,"(34.3, -103.43333)",POINT (-103.43333 34.3),None_Found,New Mexico,Curry County,United States,0.0
Roosevelt County 056,22711,Valid,H5,10.3,Found,1972,34.41667,-103.58333,"(34.41667, -103.58333)",POINT (-103.58333 34.41667),None_Found,New Mexico,Curry County,United States,0.0
Roosevelt County 057,22712,Valid,L5,7.7,Found,1973,34.21667,-103.28333,"(34.21667, -103.28333)",POINT (-103.28333 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 058,22713,Valid,L4,12.0,Found,1968,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 059,22714,Valid,L6,26.2,Found,1968,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 060,22715,Valid,H5,34.2,Found,1968,34.08333,-103.61667,"(34.08333, -103.61667)",POINT (-103.61667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 061,22716,Valid,H5,49.5,Found,1968,34.08333,-103.51666999999999,"(34.08333, -103.51667)",POINT (-103.51667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 062,22717,Valid,H5,16.2,Found,1969,34.21667,-103.5,"(34.21667, -103.5)",POINT (-103.5 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 063,22718,Valid,L4,34.7,Found,1969,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 064,22719,Valid,H5,24.8,Found,1969,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 065,22720,Valid,H5,405.8,Found,1971,33.61667,-103.45,"(33.61667, -103.45)",POINT (-103.45 33.61667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 066,22721,Valid,L5,4.9,Found,1988,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 067,22722,Valid,L5,2.1,Found,1988,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 068,22723,Valid,L5,13.9,Found,1988,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 069,22724,Valid,L5,4.8,Found,1989,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 070,22725,Valid,L5,2.3,Found,1989,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 071,22726,Valid,L4,5.3,Found,1989,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 072,22727,Valid,L5,9.8,Found,1989,34.1,-103.48333000000001,"(34.1, -103.48333)",POINT (-103.48333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 073,22728,Valid,H5,288.0,Found,1989,34.08333,-103.48333000000001,"(34.08333, -103.48333)",POINT (-103.48333 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 074,22729,Valid,L5,22.2,Found,1990,34.08333,-103.51666999999999,"(34.08333, -103.51667)",POINT (-103.51667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 075,22730,Valid,H3.10,258.0,Found,1990,34.18333,-103.43333,"(34.18333, -103.43333)",POINT (-103.43333 34.18333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 076,22731,Valid,L4,3.3,Found,1992,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 077,22732,Valid,L4,10.9,Found,1992,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 078,22733,Valid,L4,6.9,Found,1992,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 079,22734,Valid,H4,30.2,Found,1993,34.1,-103.58333,"(34.1, -103.58333)",POINT (-103.58333 34.1),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 080,22735,Valid,H6,727.8,Found,1968,34.05,-103.5,"(34.05, -103.5)",POINT (-103.5 34.05),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 081,22736,Valid,H5,522.2,Found,1969,33.63333,-103.16667,"(33.63333, -103.16667)",POINT (-103.16667 33.63333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 082,22737,Valid,H4,137.0,Found,1969,34.08333,-103.56667,"(34.08333, -103.56667)",POINT (-103.56667 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 083,22738,Valid,H5,14.8,Found,1969,33.66667,-103.41667,"(33.66667, -103.41667)",POINT (-103.41667 33.66667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 084,22739,Valid,L4,69.6,Found,1969,34.2,-103.23333000000001,"(34.2, -103.23333)",POINT (-103.23333 34.2),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 085,22740,Valid,L4,140.0,Found,1969,34.31667,-103.38333,"(34.31667, -103.38333)",POINT (-103.38333 34.31667),None_Found,New Mexico,Curry County,United States,0.0
Roosevelt County 086,22741,Valid,L6,9.0,Found,1974,34.28333,-103.28333,"(34.28333, -103.28333)",POINT (-103.28333 34.28333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 087,22742,Valid,H5,8.2,Found,1977,34.06667,-103.51666999999999,"(34.06667, -103.51667)",POINT (-103.51667 34.06667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 088,22743,Valid,H4,7.5,Found,1978,33.88333,-103.56667,"(33.88333, -103.56667)",POINT (-103.56667 33.88333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 089,22744,Valid,H5,1615.0,Found,1980,34.13333,-103.53333,"(34.13333, -103.53333)",POINT (-103.53333 34.13333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 090,22745,Valid,H4,6.4,Found,1993,34.28333,-103.51666999999999,"(34.28333, -103.51667)",POINT (-103.51667 34.28333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 091,22746,Valid,H4,3.15,Found,1994,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 092,22747,Valid,L5,34.29,Found,1994,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 093,22748,Valid,L5,2.78,Found,1994,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 094,22749,Valid,L5,3.55,Found,1994,34.08333,-103.5,"(34.08333, -103.5)",POINT (-103.5 34.08333),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 095,22750,Valid,L/LL5,12.1,Found,1995,34.09167,-103.50166999999999,"(34.09167, -103.50167)",POINT (-103.50167 34.09167),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 096,22751,Valid,L5,212.2,Found,1996,34.09167,-103.67667,"(34.09167, -103.67667)",POINT (-103.67667 34.09167),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 097,22752,Valid,H4,56.0,Found,1996,33.95833,-103.93833000000001,"(33.95833, -103.93833)",POINT (-103.93833 33.95833),None_Found,New Mexico,Chaves County,United States,0.0
Roosevelt County 098,22753,Valid,L6,15.0,Found,1969,34.21667,-103.55,"(34.21667, -103.55)",POINT (-103.55 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 099,22754,Valid,H(5?),9.8,Found,1969,33.6,-103.3,"(33.6, -103.3)",POINT (-103.3 33.6),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 100,22755,Valid,L5,6.8,Found,1970,34.3,-103.45,"(34.3, -103.45)",POINT (-103.45 34.3),None_Found,New Mexico,Curry County,United States,0.0
Roosevelt County 101,22756,Valid,H5,12.6,Found,1979,34.05,-103.58333,"(34.05, -103.58333)",POINT (-103.58333 34.05),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 102,22757,Valid,L5,8345.0,Found,1988,33.995,-103.25,"(33.995, -103.25)",POINT (-103.25 33.995),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 103,22758,Valid,L6,10.0,Found,1998,33.73883,-103.65,"(33.73883, -103.65)",POINT (-103.65 33.73883),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 104,22759,Valid,L5,51.7,Found,1998,33.72217,-103.67333,"(33.72217, -103.67333)",POINT (-103.67333 33.72217),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 105,22760,Valid,H5,30.0,Found,1998,34.18833,-103.94167,"(34.18833, -103.94167)",POINT (-103.94167 34.18833),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 106,22761,Valid,L6,98.8,Found,2001,34.21667,-103.93333,"(34.21667, -103.93333)",POINT (-103.93333 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 107,22762,Valid,L6,81.2,Found,2000,34.21667,-103.13333,"(34.21667, -103.13333)",POINT (-103.13333 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 108,47360,Valid,H5,4.75,Found,2004,34.21667,-103.18333,"(34.21667, -103.18333)",POINT (-103.18333 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 109,48914,Valid,L6,17.3,Found,2005,34.21667,-103.18333,"(34.21667, -103.18333)",POINT (-103.18333 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Roosevelt County 110,48991,Valid,L4,73.7,Found,1987,33.736667,-103.623333,"(33.736667, -103.623333)",POINT (-103.623333 33.736667),None_Found,New Mexico,Roosevelt County,United States,0.0
Rosamond,57434,Valid,LL3,11.1,Found,2012,34.82793,-118.1464,"(34.82793, -118.1464)",POINT (-118.1464 34.82793),None_Found,California,Kern County,United States,0.0
Rosamond Dry Lake,22764,Valid,L,850.0,Found,1940,34.83333,-118.06667,"(34.83333, -118.06667)",POINT (-118.06667 34.83333),None_Found,California,,United States,0.0
Rosebud,22767,Valid,H5,54900.0,Found,1915,30.816670000000002,-97.05,"(30.81667, -97.05)",POINT (-97.05 30.81667),None_Found,Texas,Milam County,United States,0.0
Round Top (a),22768,Valid,L5,9935.0,Found,1934,30.058059999999998,-96.65139,"(30.05806, -96.65139)",POINT (-96.65139 30.05806),None_Found,Texas,Fayette County,United States,0.0
Round Top (b),22769,Valid,H4,7166.0,Found,1939,30.066670000000002,-96.7,"(30.06667, -96.7)",POINT (-96.7 30.06667),None_Found,Texas,Fayette County,United States,0.0
Roundsprings,22770,Valid,H5,6000.0,Found,1986,39.16667,-98.43333,"(39.16667, -98.43333)",POINT (-98.43333 39.16667),None_Found,Kansas,Lincoln County,United States,0.0
Roundup,22771,Valid,"Iron, IIIAB",17590.0,Found,1990,46.78333,-108.56667,"(46.78333, -108.56667)",POINT (-108.56667 46.78333),None_Found,Montana,Petroleum County,United States,0.0
Roy (1933),22774,Valid,L5,47200.0,Found,1933,35.95,-104.2,"(35.95, -104.2)",POINT (-104.2 35.95),None_Found,New Mexico,Harding County,United States,0.0
Roy (1934),22775,Valid,L6,5619.0,Found,1934,35.95,-104.2,"(35.95, -104.2)",POINT (-104.2 35.95),None_Found,New Mexico,Harding County,United States,0.0
Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070.0,Found,1844,34.3,-81.4,"(34.3, -81.4)",POINT (-81.4 34.3),None_Found,South Carolina,Newberry County,United States,0.0
Rush County,22785,Valid,H5,4300.0,Found,1948,39.5,-85.5,"(39.5, -85.5)",POINT (-85.5 39.5),None_Found,Indiana,Rush County,United States,0.0
Rush Creek,22786,Valid,L6,9300.0,Found,1938,38.61667,-102.71667,"(38.61667, -102.71667)",POINT (-102.71667 38.61667),None_Found,Colorado,Cheyenne County,United States,0.0
Rushville,22787,Valid,L5,50.0,Found,1866,39.61667,-85.45,"(39.61667, -85.45)",POINT (-85.45 39.61667),None_Found,Indiana,Rush County,United States,0.0
Russel Gulch,22788,Valid,"Iron, IIIAB",13200.0,Found,1863,39.8,-105.5,"(39.8, -105.5)",POINT (-105.5 39.8),None_Found,Colorado,Gilpin County,United States,0.0
Ryan Field,22789,Valid,H5,8.9,Found,1982,32.13333,-111.13333,"(32.13333, -111.13333)",POINT (-111.13333 32.13333),None_Found,Arizona,Pima County,United States,0.0
Sacramento Mountains,22794,Valid,"Iron, IIIAB",237200.0,Found,1890,32.91667,-104.66667,"(32.91667, -104.66667)",POINT (-104.66667 32.91667),None_Found,New Mexico,Eddy County,United States,0.0
Sacramento Wash 001,34065,Valid,H4,98.9,Found,2003,34.756370000000004,-114.23435,"(34.75637, -114.23435)",POINT (-114.23435 34.75637),None_Found,Arizona,Mohave County,United States,0.0
Sacramento Wash 002,34066,Valid,H4,892.8,Found,2004,34.75635,-114.2343,"(34.75635, -114.2343)",POINT (-114.2343 34.75635),None_Found,Arizona,Mohave County,United States,0.0
Sacramento Wash 003,34067,Valid,H4,89.2,Found,2004,34.75873,-114.23342,"(34.75873, -114.23342)",POINT (-114.23342 34.75873),None_Found,Arizona,Mohave County,United States,0.0
Sacramento Wash 004,34068,Valid,H5,28.6,Found,2004,34.75078,-114.22717,"(34.75078, -114.22717)",POINT (-114.22717 34.75078),None_Found,Arizona,Mohave County,United States,0.0
Sacramento Wash 005,45974,Valid,H-metal,52.3,Found,2004,34.74667,-114.21,"(34.74667, -114.21)",POINT (-114.21 34.74667),None_Found,Arizona,Mohave County,United States,0.0
Saginaw,22797,Valid,Iron,44500.0,Found,1979,32.865829999999995,-97.32306,"(32.86583, -97.32306)",POINT (-97.32306 32.86583),None_Found,Texas,Tarrant County,United States,0.0
Saint Augustine,23080,Valid,"Iron, IID",22000.0,Found,1974,40.71667,-90.41667,"(40.71667, -90.41667)",POINT (-90.41667 40.71667),None_Found,Illinois,Knox County,United States,0.0
Salaices,23105,Valid,H4,24500.0,Found,1971,27.0,-105.25,"(27.0, -105.25)",POINT (-105.25 27),None_Found,Chihuahua,Allende,México,0.0
Salina,23108,Valid,Iron,235.0,Found,1908,38.98333,-111.85,"(38.98333, -111.85)",POINT (-111.85 38.98333),None_Found,Utah,Sevier County,United States,0.0
Saline,23109,Valid,H5,30800.0,Found,1901,39.4,-100.4,"(39.4, -100.4)",POINT (-100.4 39.4),None_Found,Kansas,Sheridan County,United States,0.0
Salt Lake City,23112,Valid,H5,875.0,Found,1869,40.91667,-111.66667,"(40.91667, -111.66667)",POINT (-111.66667 40.91667),None_Found,Utah,Morgan County,United States,0.0
Salt River,23113,Valid,"Iron, IIC",3600.0,Found,1850,37.95,-85.78333,"(37.95, -85.78333)",POINT (-85.78333 37.95),None_Found,Kentucky,Bullitt County,United States,0.0
Sam's Valley,23116,Valid,"Iron, IIIAB",6920.0,Found,1894,42.53333,-122.875,"(42.53333, -122.875)",POINT (-122.875 42.53333),None_Found,Oregon,Jackson County,United States,0.0
San Angelo,23117,Valid,"Iron, IIIAB",88000.0,Found,1897,31.41667,-100.35,"(31.41667, -100.35)",POINT (-100.35 31.41667),None_Found,Texas,Tom Green County,United States,0.0
San Bernardino Wash,55265,Valid,L5,258.0,Found,2010,34.00056,-115.72972,"(34.00056, -115.72972)",POINT (-115.72972 34.00056),None_Found,California,Riverside County,United States,0.0
San Emigdio,23122,Valid,H4,36000.0,Found,1887,36.0,-119.0,"(36.0, -119.0)",POINT (-119 36),None_Found,California,Tulare County,United States,0.0
San Francisco del Mezquital,23123,Valid,"Iron, IIAB",7500.0,Found,1868,23.48333,-104.36667,"(23.48333, -104.36667)",POINT (-104.36667 23.48333),None_Found,Durango,Mezquital,México,0.0
San Francisco Mountains,23124,Valid,"Iron, IVA",1700.0,Found,1920,35.0,-112.0,"(35.0, -112.0)",POINT (-112 35),None_Found,Arizona,Coconino County,United States,0.0
San Joaquin,47356,Valid,L5/6,31.8,Found,2005,32.16657,-111.11718,"(32.16657, -111.11718)",POINT (-111.11718 32.16657),None_Found,Arizona,Pima County,United States,0.0
San José,23125,Valid,H5,532.0,Found,1944,24.7,-99.08333,"(24.7, -99.08333)",POINT (-99.08333 24.7),None_Found,Tamaulipas,San Carlos,México,0.0
San Pedro Springs,23131,Valid,L6,72.0,Found,1887,29.5,-98.5,"(29.5, -98.5)",POINT (-98.5 29.5),None_Found,Texas,Bexar County,United States,0.0
Sand Creek,23133,Valid,H5,2443.0,Found,1986,39.43,-99.995,"(39.43, -99.995)",POINT (-99.995 39.43),None_Found,Kansas,Graham County,United States,0.0
Sand Draw,23134,Valid,H5,1200.0,Found,1947,40.81667,-102.25,"(40.81667, -102.25)",POINT (-102.25 40.81667),None_Found,Colorado,Sedgwick County,United States,0.0
Sanderson,23135,Valid,"Iron, IIIAB",6800.0,Found,1936,30.133329999999997,-102.15,"(30.13333, -102.15)",POINT (-102.15 30.13333),None_Found,Texas,Terrell County,United States,0.0
Sandy Creek,23158,Valid,L5,1330.0,Found,1999,40.43333,-98.06667,"(40.43333, -98.06667)",POINT (-98.06667 40.43333),None_Found,Nebraska,Clay County,United States,0.0
Sandia Mountains,23156,Valid,"Iron, IIAB",45000.0,Found,1925,35.25,-106.5,"(35.25, -106.5)",POINT (-106.5 35.25),None_Found,New Mexico,Sandoval County,United States,0.0
Sandtown,23157,Valid,"Iron, IIIAB",9350.0,Found,1938,35.93333,-91.63333,"(35.93333, -91.63333)",POINT (-91.63333 35.93333),None_Found,Arkansas,Independence County,United States,0.0
Santa Apolonia,23160,Valid,"Iron, IIIAB",1316000.0,Found,1872,19.21667,-98.3,"(19.21667, -98.3)",POINT (-98.3 19.21667),None_Found,Tlaxcala,Natívitas,México,0.0
Santa Clara,23163,Valid,"Iron, IVB",63000.0,Found,1976,24.46667,-103.35,"(24.46667, -103.35)",POINT (-103.35 24.46667),None_Found,Durango,Santa Clara,México,0.0
Santa Rosalia,23168,Valid,"Pallasite, PMG",1631.0,Found,1950,27.33333,-112.33333,"(27.33333, -112.33333)",POINT (-112.33333 27.33333),None_Found,Baja California Sur,Municipio de Mulegé,México,0.0
Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500.0,Found,1958,24.5,-106.0,"(24.5, -106.0)",POINT (-106 24.5),None_Found,Durango,Otáez,México,0.0
Sappa,23175,Valid,L6,5950.0,Found,1983,39.84433,-100.51,"(39.84433, -100.51)",POINT (-100.51 39.84433),None_Found,Kansas,Decatur County,United States,0.0
Sardis,23177,Valid,"Iron, IAB complex",800000.0,Found,1940,32.948890000000006,-81.865,"(32.94889, -81.865)",POINT (-81.865 32.94889),None_Found,Georgia,Jenkins County,United States,0.0
Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,1923,35.16667,-88.18333,"(35.16667, -88.18333)",POINT (-88.18333 35.16667),None_Found,Tennessee,Hardin County,United States,0.0
Sawtooth Knob,23191,Valid,"Iron, IIAB",18.54,Found,2002,40.86217,-118.54167,"(40.86217, -118.54167)",POINT (-118.54167 40.86217),None_Found,Nevada,Humboldt County,United States,0.0
Sawyer,53806,Valid,H4,8100.0,Found,2006,37.523920000000004,-98.62993,"(37.52392, -98.62993)",POINT (-98.62993 37.52392),None_Found,Kansas,Pratt County,United States,0.0
Scott City,23462,Valid,H5,2135.0,Found,1905,38.46667,-100.93333,"(38.46667, -100.93333)",POINT (-100.93333 38.46667),None_Found,Kansas,Scott County,United States,0.0
Scottsville,23466,Valid,"Iron, IIAB",10000.0,Found,1867,36.76667,-86.16667,"(36.76667, -86.16667)",POINT (-86.16667 36.76667),None_Found,Kentucky,Allen County,United States,0.0
Scurry,23468,Valid,H5,118000.0,Found,1937,32.5,-101.0,"(32.5, -101.0)",POINT (-101 32.5),None_Found,Texas,Mitchell County,United States,0.0
Seagraves,23469,Valid,H4,13000.0,Found,1962,32.93333,-102.58333,"(32.93333, -102.58333)",POINT (-102.58333 32.93333),None_Found,Texas,Gaines County,United States,0.0
Seagraves (b),23470,Valid,H5,4600.0,Found,1976,32.91722,-102.5,"(32.91722, -102.5)",POINT (-102.5 32.91722),None_Found,Texas,Gaines County,United States,0.0
Seagraves (c),23471,Valid,L6/7,26810.0,Found,1989,32.98333,-102.56667,"(32.98333, -102.56667)",POINT (-102.56667 32.98333),None_Found,Texas,Terry County,United States,0.0
Seguin,23478,Valid,H6,750.0,Found,1956,39.36667,-100.63333,"(39.36667, -100.63333)",POINT (-100.63333 39.36667),None_Found,Kansas,Sheridan County,United States,0.0
Seibert (a),23479,Valid,H5,3500.0,Found,1941,39.3,-102.83333,"(39.3, -102.83333)",POINT (-102.83333 39.3),None_Found,Colorado,Kit Carson County,United States,0.0
Seibert (b),23480,Valid,L6,8600.0,Found,1991,39.27667,-102.88667,"(39.27667, -102.88667)",POINT (-102.88667 39.27667),None_Found,Colorado,Kit Carson County,United States,0.0
Selden,23484,Valid,LL5,1560.0,Found,1960,39.53333,-100.56667,"(39.53333, -100.56667)",POINT (-100.56667 39.53333),None_Found,Kansas,Sheridan County,United States,0.0
Seligman,23485,Valid,"Iron, IAB-MG",2200.0,Found,1949,35.28333,-112.86667,"(35.28333, -112.86667)",POINT (-112.86667 35.28333),None_Found,Arizona,Yavapai County,United States,0.0
Selma,23486,Valid,H4,140600.0,Found,1906,32.4,-87.0,"(32.4, -87.0)",POINT (-87 32.4),None_Found,Alabama,Dallas County,United States,0.0
Seminole,23488,Valid,H4,43900.0,Found,1961,32.68333,-102.61667,"(32.68333, -102.61667)",POINT (-102.61667 32.68333),None_Found,Texas,Gaines County,United States,0.0
Seminole (b),23489,Valid,H4,1184.0,Found,1965,32.54333,-102.705,"(32.54333, -102.705)",POINT (-102.705 32.54333),None_Found,Texas,Gaines County,United States,0.0
